layer,table,col,data_type,nullable,pkey,fkey,description,keep,keep_in_rag,domain,synonyms,column_type,aggregation,schema,enum
silver,crm_sales_accounts,using_soc,varchar,1,,,Cho biết tài khoản có áp dụng tiêu chuẩn SOC hay không.,True,False,crm,sử dụng SOC;có SOC;đang dùng SOC;trạng thái SOC;SOC usage;using SOC;SOC enabled;is SOC used;account có SOC;account uses SOC,dimension,count;count_distinct,crm,
silver,crm_sales_accounts,vcs_soc_others,varchar,1,,,Thông tin về các kênh hoặc nguồn liên hệ khác mà khách hàng được ghi nhận trong hệ thống VCS.,True,False,crm,kênh liên hệ khác;nguồn liên hệ khác;SOC khác;vcs_soc_others;kênh giao tiếp khác;other contact channel;other source of contact;other SOC;additional communication source;miscellaneous contact source,dimension,count;count_distinct,crm,'N/A' ; 'Others' ; 'VCS'
silver,crm_sales_accounts,warm_up_source,varchar,1,,,Nguồn khởi tạo (warm‑up) của tài khoản trong hệ thống CRM.,True,False,crm,nguồn khởi tạo;nguồn làm ấm;warm-up source;kênh tiếp cận ban đầu;kênh làm ấm;source of warm-up;nguồn tiếp cận;lead source;nguồn khách hàng tiềm năng;origin of warm-up,dimension,count;count_distinct,crm,'N/A' ; 'Event' ; 'Email marketing'
silver,crm_sales_accounts,website,varchar,1,,,Địa chỉ website của tài khoản khách hàng trong hệ thống CRM.,True,False,crm,website;địa chỉ website;URL;địa chỉ URL;trang web;địa chỉ trang web;website của khách hàng;customer website;company website;site,dimension,count;count_distinct,crm,
silver,crm_sales_accounts,won_deals_amount,"decimal(18,2)",1,,,Tổng giá trị tiền tệ của các giao dịch đã thắng của tài khoản.,True,False,crm,tổng giá trị giao dịch thắng;won deals amount;giá trị giao dịch đã thắng;won amount;tổng doanh số thắng;amount of won deals;giá trị hợp đồng thắng;won deals total,metric,sum;avg;min;max,crm,
silver,crm_sales_accounts,won_deals_count,bigint,1,,,Số lượng giao dịch thành công (được thắng) của tài khoản.,True,False,crm,số hợp đồng thắng;won deals count;number of won deals;số deal đã thắng;đếm giao dịch thắng;won deals number;số giao dịch thành công;count of won deals,metric,sum;avg;min;max,crm,
silver,crm_sales_accounts,zipcode,varchar,1,,,Mã bưu điện của khách hàng hoặc địa chỉ doanh nghiệp.,True,False,crm,mã bưu điện;zip code;postal code;zipcode;Mã zip;Mã vùng;Mã địa chỉ;postal code of account;zip code of customer;mã bưu điện của công ty,dimension,count;count_distinct,crm,
silver,cx_cso_ticket_tags,created_at,timestamp(3),0,,,Ngày/giờ tạo thẻ ticket trong hệ thống.,True,False,crm,ngày tạo;thời gian tạo;thời điểm tạo;thời gian ghi nhận;created_at;creation time;time of creation;when tag created;thời gian tạo thẻ;thời gian tạo ticket,time,none,cx_cso,
silver,cx_cso_ticket_tags,tag,varchar,0,,,Nhãn phân loại nội dung hoặc chủ đề của ticket hỗ trợ khách hàng.,True,False,crm,nhãn;thẻ;đánh dấu;phân loại;tag;label;category;ticket tag;ticket label;nhãn ticket,dimension,count;count_distinct,cx_cso,'Call Center follow-up' ; 'SIEM' ; 'VVIP-Top Attention' ; ...
silver,cx_cso_ticket_tags,ticket_id,varchar,0,,1.0,Mã định danh duy nhất của ticket hỗ trợ khách hàng.,True,False,crm,mã ticket;ticket ID;ticket number;ID ticket;ID yêu cầu;mã yêu cầu;số ticket;support ticket ID;case ID;mã số ticket,id,count_distinct,cx_cso,
silver,cx_cso_ticket_tags,updated_at,timestamp(3),0,,,Ngày/giờ cập nhật cuối cùng của thẻ ticket.,True,False,crm,thời gian cập nhật;ngày cập nhật;thời điểm cập nhật;updated_at;updated at;last updated time;thời gian sửa đổi;timestamp cập nhật;thời điểm sửa đổi;update timestamp,time,none,cx_cso,
silver,cx_cso_support_tickets,action_program,varchar,1,0.0,0.0,Tên chương trình hoặc biện pháp hành động được áp dụng cho ticket.,True,False,crm,chương trình hành động;action program;program hành động;hành động thực hiện;action taken;program xử lý;chương trình giải quyết;ticket action program;biện pháp xử lý;program applied,dimension,count;count_distinct,cx_cso,'N/A' ; 'Cá thể hóa KPI tới từng KH' ; ...
silver,cx_cso_support_tickets,assigned_to,varchar,1,,,Tên hoặc mã nhân viên hỗ trợ cấp 1 chịu trách nhiệm xử lý ticket.,True,False,crm,đại lý cấp 1;nhân viên hỗ trợ cấp 1;người xử lý cấp 1;L1 agent;first level agent;level 1 support agent;agent L1;support rep L1;người hỗ trợ L1;who handled L1,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,call_reminder,varchar,1,,,Trạng thái hoặc nội dung nhắc nhở thực hiện cuộc gọi với khách hàng.,True,False,crm,nhắc gọi;call reminder;lời nhắc gọi;reminder call;cờ nhắc gọi;gọi lại;call reminder flag;đánh dấu nhắc gọi,dimension,count;count_distinct,cx_cso,'N/A' ; 'Call Center follow-up'
silver,cx_cso_support_tickets,issue_category,varchar,1,,,Loại vấn đề hoặc chủ đề của ticket hỗ trợ khách hàng.,True,False,crm,category;loại ticket;danh mục;phân loại;ticket category;issue category;support category;kiểu vấn đề;chủ đề ticket;type of issue,dimension,count;count_distinct,cx_cso,'SOC Platform' ; 'SOC247' ; 'Msuite' ; ...
silver,cx_cso_support_tickets,closed_at,timestamp(3),1,,,Ngày mà ticket được đóng trong hệ thống hỗ trợ khách hàng.,True,False,crm,ngày đóng;thời gian đóng;thời điểm đóng;ngày kết thúc ticket;ngày hoàn thành ticket;closed date;ticket close time;closure date;when was the ticket closed;khi nào ticket được đóng,time,none,cx_cso,
silver,cx_cso_support_tickets,communication_effectiveness,varchar,1,,,Mức độ hiệu quả của giao tiếp trong quá trình xử lý ticket.,True,False,crm,hiệu quả giao tiếp;communication effectiveness;đánh giá giao tiếp;communication rating;độ hiệu quả trao đổi;communication quality;mức độ truyền đạt;communication performance,dimension,count;count_distinct,cx_cso,'Chưa xác định' ; 'Cao' ; 'Không xác định' ; 'Thấp' ; 'Số lần trao đổi là 3'
silver,cx_cso_support_tickets,company_alias,varchar,1,,,Tên công ty được viết tắt liên quan tới yêu cầu hỗ trợ trong ticket.,True,False,crm,công ty;doanh nghiệp;tên công ty;công ty khách hàng;client company;company;business;organization;corporate;công ty liên quan;company name,dimension,count;count_distinct,cx_cso,'VCS' ; 'Mytel' ; 'VTS' ; ...
silver,cx_cso_support_tickets,company_name,varchar,1,,,Tên công ty đầy đủ liên quan tới yêu cầu hỗ trợ trong ticket.,True,False,crm,tên công ty;company name;tên doanh nghiệp;business name;tên khách hàng;client company;organization name;tên công ty trong ticket;company of the ticket;tên công ty khách hàng,dimension,count;count_distinct,cx_cso,'N/A' ; 'Tổng công ty Mạng lưới Viettel' ; ...
silver,cx_cso_support_tickets,created_at,timestamp(3),0,,,Thời điểm mà ticket được tạo trong hệ thống.,True,False,crm,ngày tạo;thời gian tạo;thời điểm tạo;ngày mở ticket;thời gian mở yêu cầu;creation date;created date;ticket creation time;when was the ticket created;ticket opened at,time,none,cx_cso,
silver,cx_cso_support_tickets,customer_entry_channel,varchar,1,,,Kênh mà khách hàng sử dụng để tạo yêu cầu hỗ trợ.,True,False,crm,kênh khách hàng;kênh tiếp cận;kênh tạo ticket;customer entry channel;customer contact channel;cách khách hàng liên hệ;phương thức đăng ký hỗ trợ;source channel,dimension,count;count_distinct,cx_cso,'Internal' ; 'OTT' ; 'Email' ; 'Portal' ; 'N/A' ; 'Survey' ; 'On behalf of Customer' ; 'Phone' ; 'Official Letter'
silver,cx_cso_support_tickets,customer_respond_date,timestamp(3),1,,,Ngày mà khách hàng trả lời hoặc phản hồi lại yêu cầu hỗ trợ.,True,False,crm,ngày phản hồi của khách hàng;customer response date;ngày khách trả lời;customer reply date;ngày trả lời khách;date of customer reply;ngày phản hồi;customer feedback date;ngày khách hàng phản hồi,time,none,cx_cso,
silver,cx_cso_support_tickets,customer_satisfaction_rating,bigint,1,,,Mức độ hài lòng của khách hàng được ghi lại sau khi giải quyết ticket.,True,False,crm,đánh giá hài lòng của khách hàng;customer satisfaction rating;điểm hài lòng khách hàng;customer satisfaction score;CSAT;đánh giá CSAT;đánh giá mức độ hài lòng;customer rating,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,customer_group,varchar,1,,,"Phân loại khách hàng theo cấp độ: VVIP, VIP, Growth, Standard",True,False,crm,loại khách hàng;kiểu khách hàng;phân loại khách hàng;customer type;customer category;type of customer;customer segment;customer classification;đối tượng khách hàng;customer group;client_tier; customer_segment; loyalty_level,dimension,count;count_distinct,cx_cso,'VVIP' ; 'VIP' ; 'Growth' ; 'Standard'
silver,cx_cso_support_tickets,first_responded_at,timestamp(3),1,,,Thời gian phản hồi đầu tiên của ticket từ nhân viên hỗ trợ.,True,False,crm,thời gian phản hồi đầu tiên;first_responded_at;first response time;thời điểm trả lời đầu tiên;first responded at;ngày trả lời đầu tiên;first reply date;lần trả lời đầu tiên;first response datetime;thời gian trả lời đầu tiên,time,none,cx_cso,
silver,cx_cso_support_tickets,first_response_time_minutes,double,1,,,Thời gian tính bằng phút từ khi ticket được tạo đến khi nhận được phản hồi đầu tiên của nhân viên hỗ trợ.,True,False,crm,thời gian phản hồi đầu tiên (giờ);first response time (hours);thời gian trả lời đầu tiên;first reply time;thời gian phản hồi ban đầu;first response duration;thời gian trả lời đầu tiên (giờ);first response time hours;thời gian phản hồi đầu tiên của ticket;first response hour,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,imported_ticket_date,date,1,,,Ngày mà vé hỗ trợ được nhập vào hệ thống.,True,False,crm,ngày nhập vé;ngày nhập ticket;ngày nhập dữ liệu ticket;ngày nhập;ticket import date;imported ticket date;date ticket was imported;import date;when was the ticket imported;khi nào ticket được nhập,time,none,cx_cso,
silver,cx_cso_support_tickets,imported_ticket_due_date,date,1,,,Ngày dự kiến hoàn thành (hạn chót) của ticket được nhập vào hệ thống.,True,False,crm,ngày đáo hạn ticket;hạn chót ticket;ngày hết hạn ticket;ticket due date;deadline ticket;ngày dự kiến giải quyết;ngày hoàn thành dự kiến;due date của ticket,time,none,cx_cso,
silver,cx_cso_support_tickets,incident_root_cause,varchar,1,,,Nguyên nhân gốc gây ra sự cố được ghi nhận trong ticket hỗ trợ.,True,False,crm,nguyên nhân gốc;root cause;nguyên nhân sự cố;incident root cause;nguyên nhân phát sinh;cause of incident;nguyên nhân ticket;ticket root cause;lý do sự cố;incident cause,dimension,count;count_distinct,cx_cso,'N/A' ; 'Nội bộ_Lỗi sản phẩm' ; 'Nguyên nhân từ phía KH' ; 'Nội bộ_Hạ tầng' ; 'Nội bộ_Thao tác sai'
silver,cx_cso_support_tickets,is_duplicated_ticket,boolean,1,,,Cho biết ticket có phải là bản sao của ticket đã tồn tại hay không.,True,False,crm,ticket trùng lặp;duplicate ticket;ticket lặp lại;is duplicated;có ticket trùng;duplicate issue;ticket sao chép;is duplicate ticket,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,is_overdue,boolean,1,,,Cho biết ticket đã vượt quá thời hạn xử lý hay chưa.,True,False,crm,quá hạn;đã quá hạn;ticket quá hạn;trễ hạn;độ trễ;overdue;is overdue;ticket overdue;past due;late ticket,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,is_vcs,boolean,1,,,Cho biết ticket có được tạo từ kênh VCS (Voice Call Service) hay không.,True,False,crm,có phải VCS;is VCS;ticket VCS;đánh dấu VCS;VCS flag;VCS ticket flag;liệu ticket thuộc VCS;is_vcs flag;VCS indicator;ticket từ kênh VCS,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,issues_type,varchar,1,,,Loại vấn đề được ghi nhận trong ticket hỗ trợ khách hàng.,True,False,crm,loại vấn đề;kiểu sự cố;dạng vấn đề;issue type;ticket issue type;type of issue;category of issue;vấn đề;loại ticket;issue category,dimension,count;count_distinct,cx_cso,'Change' ; 'Support' ; 'Spam' ; 'Improvement' ; 'Incident' ; 'Complain' ; 'Bug' ; 'N/A' ; 'Service Request' ; 'Task' ; 'Consultation' ; 'Ext-Feedback' ; 'Problem'
silver,cx_cso_support_tickets,l1,boolean,1,,,True xác định ticket đã trải qua xử lý tại cấp độ 1,True,False,crm,cấp độ 1;L1;first level support;độ ưu tiên L1;ticket L1;first line ticket;cấp hỗ trợ đầu tiên;support level 1,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,l1_time_actual_minutes,double,1,,,"Thời gian thực tế mà nhóm hỗ trợ cấp 1 (L1) đã dành để xử lý ticket, tính bằng phút.",True,False,crm,thời gian thực tế L1 (phút);thời gian xử lý L1;L1 actual time minutes;actual L1 handling time;L1 processing time (minutes);Level 1 actual minutes;thời gian làm việc L1;L1 work duration;bao lâu L1 đã xử lý;thời gian L1 thực hiện,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,l1_time_allowed_minutes,double,1,,,Thời gian tối đa (phút) mà cấp độ hỗ trợ L1 được phép xử lý một ticket.,True,False,crm,thời gian cho phép L1 (phút);L1 time allowed minutes;thời gian tối đa L1;L1 allowed time (minutes);thời gian xử lý L1 cho phép;L1 time limit (min);thời gian giới hạn L1;L1 allowed minutes,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,l1_violated,boolean,1,,,Cho biết ticket có vi phạm tiêu chuẩn thời gian phản hồi cấp độ 1 hay không.,True,False,crm,vi phạm L1;L1 vi phạm;L1 SLA breached;vi phạm SLA cấp 1;L1 breach;đã vượt quá thời gian L1;L1 time violation;violation of level 1 SLA,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,l2,boolean,1,,,True xác định ticket đã trải qua xử lý tại cấp độ 2,True,False,crm,cấp độ L2; cấp hỗ trợ L2; ticket L2; độ ưu tiên L2; L2; Level 2 flag; L2 escalation; second level support; L2 ticket; cấp 2,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,l2_time_actual_minutes,double,1,,,Thời gian thực tế (phút) mà nhóm hỗ trợ cấp 2 (L2) dành để xử lý ticket.,True,False,crm,thời gian thực tế L2 (phút);thời gian xử lý L2;L2 actual time minutes;actual L2 handling time;L2 processing time (minutes);Level 2 actual minutes;thời gian hỗ trợ cấp 2;L2 work duration;thời gian L2 đã dùng,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,l2_time_allowed_minutes,double,1,,,Thời gian tối đa (phút) được phép để xử lý ticket ở cấp độ L2 theo quy định SLA.,True,False,crm,thời gian cho phép L2 (phút);thời gian SLA L2;thời gian tối đa L2;L2 time allowed minutes;L2 allowed time minutes;L2 SLA minutes;allowed minutes for L2;L2 time limit,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,l2_violated,boolean,1,,,Cho biết ticket có vi phạm thời gian đáp ứng mức độ 2 (L2) hay không.,True,False,crm,vi phạm L2;L2 bị vi phạm;L2 violation;L2 breached;độ trễ L2;L2 không đạt;L2 SLA vi phạm;L2 SLA breach;vi phạm mức độ 2;L2 level violated,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,l3,boolean,1,,,True xác định ticket đã trải qua xử lý tại cấp độ 3,True,False,crm,cấp độ L3;đã lên L3;ticket L3;cấp hỗ trợ L3;đã chuyển lên L3;L3 level;L3 escalation;level 3 flag;L3 status;L3 indicator,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,l3_time_actual_minutes,double,1,,,Thời gian thực tế (tính bằng phút) mà mức hỗ trợ L3 đã xử lý ticket.,True,False,crm,thời gian thực tế L3 (phút);L3 actual minutes;thời gian xử lý L3;L3 processing time (minutes);thời gian thực tế cấp độ 3;L3 time spent;thời gian L3 thực tế;actual minutes at level 3,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,l3_time_allowed_minutes,double,1,,,"Thời gian tối đa được phép xử lý ticket ở mức độ L3, tính bằng phút.",True,False,crm,thời gian cho phép L3 (phút);thời gian SLA L3;thời gian tối đa L3;thời gian cho phép cấp độ 3;L3 time allowed minutes;L3 allowed time minutes;L3 SLA minutes;allowed minutes for L3;L3 time limit;L3 allowed response time,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,l3_violated,boolean,1,,,Cho biết ticket có vi phạm tiêu chuẩn thời gian phản hồi mức độ 3 (L3) hay không.,True,False,crm,vi phạm L3;L3 bị vi phạm;L3 violation;L3 breached;vi phạm mức độ 3;L3 SLA vi phạm;exceeded L3 SLA;đã vượt quá thời gian L3,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,l4,boolean,1,,,True xác định ticket đã trải qua xử lý tại cấp độ 4,True,False,crm,cấp độ L4; cấp hỗ trợ L4; ticket L4; độ ưu tiên L4; L4; Level 4; L4 escalation; Tier 4 flag; cấp độ hỗ trợ 4; Escalated to L4,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,l4_time_actual_minutes,double,1,,,Thời gian thực tế (phút) mà ticket được xử lý ở cấp độ L4.,True,False,crm,thời gian thực tế L4 (phút);thời gian xử lý L4;L4 actual minutes;actual minutes at level 4;thời gian L4 thực tế;L4 processing time (minutes);thời gian xử lý cấp độ 4;L4 time spent;thời gian thực hiện L4,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,l4_time_allowed_minutes,double,1,,,Thời gian tối đa (phút) được phép để xử lý ticket ở cấp độ L4.,True,False,crm,thời gian cho phép L4 (phút);L4 time allowed minutes;thời gian SLA L4;L4 allowed minutes;thời gian tối đa L4;L4 time limit;thời gian dự kiến L4;allowed minutes for L4,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,l4_violated,boolean,1,,,Cho biết ticket có vi phạm ngưỡng thời gian mức độ 4 (L4) hay không.,True,False,crm,vi phạm L4;L4 bị vi phạm;đã vượt thời gian L4;có vi phạm mức độ 4;trạng thái vi phạm L4;L4 violated;L4 breach;L4 SLA breach;L4 violation flag;ticket L4 violation,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,note,varchar,1,,,Nội dung ghi chú do nhân viên hỗ trợ nhập vào mỗi ticket.,True,False,crm,ghi chú;note;nhận xét;comment;chú thích;remark;ticket note;agent note;nội dung ghi chú;bình luận,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,is_notification,boolean,1,,,Cho biết ticket có được gửi thông báo cho khách hàng hoặc nhân viên hỗ trợ hay không.,True,False,crm,thông báo;notification;đã gửi thông báo;cờ thông báo;notification status;có thông báo không;đã nhận thông báo;notification flag,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,number_of_due_date_changes,bigint,1,,,Số lần ngày đáo hạn của ticket được thay đổi.,True,False,crm,số lần thay đổi ngày đáo hạn;number of due date changes;due date change count;lần thay đổi ngày hết hạn;count of due date modifications;số lần cập nhật hạn chót;due date revisions;frequency of due date changes;độ thay đổi ngày đáo hạn,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,old_due_date,timestamp(3),1,,,Ngày đáo hạn ban đầu của ticket trước khi được thay đổi.,True,False,crm,ngày đáo hạn cũ;ngày hết hạn ban đầu;ngày due date gốc;ngày hạn chót trước khi thay đổi;original due date;old due date;previous due date;initial due date,time,none,cx_cso,
silver,cx_cso_support_tickets,is_one_day_before_due,boolean,1,,,Cho biết ticket còn lại một ngày trước ngày đáo hạn.,True,False,crm,còn một ngày đến hạn;trước hạn một ngày;one day before due;due tomorrow;cảnh báo một ngày trước hạn;ticket due in 1 day;cờ ngày đến hạn;alert 1 day before due,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,is_one_hour_before_due,boolean,1,,,Cho biết ticket có đang trong khoảng thời gian một giờ trước hạn chót hay không.,True,False,crm,cảnh báo 1 giờ trước hạn;one hour before due;cờ 1 giờ trước hạn;reminder 1h trước deadline;ticket gần hạn 1 giờ;alert 1 hour before due date;cảnh báo trước 1 giờ;one hour prior to due;cờ nhắc nhở 1 giờ;flag within 1 hour of due,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,priority_level,varchar,1,,,"Mức độ ưu tiên của ticket hỗ trợ, thể hiện mức quan trọng cần xử lý.",True,False,crm,cấp độ ưu tiên;độ ưu tiên;độ quan trọng;mức độ ưu tiên;priority level;ticket priority;priority;urgency;mức độ quan trọng;độ ưu tiên ticket,dimension,count;count_distinct,cx_cso,'Low' ; 'Medium' ; 'High' ; 'Urgent'
silver,cx_cso_support_tickets,reason,varchar,1,,,Lý do khách hàng tạo hoặc yêu cầu hỗ trợ trong ticket.,True,False,crm,lý do;nguyên nhân;động cơ;lý do tạo ticket;lý do liên hệ;reason;cause;ticket reason;reason for ticket;why the ticket was opened,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,related_ticket,varchar,1,,,Mã vé hoặc mã yêu cầu hỗ trợ được liên kết với vé hiện tại.,True,False,crm,vé liên quan;related ticket;ticket liên kết;linked ticket;vé phụ;parent ticket;child ticket;duplicate ticket;vé gốc;associated ticket,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,is_reminder_update,boolean,1,,,Cho biết ticket đã được cập nhật nhắc nhở hay chưa.,True,False,crm,cập nhật nhắc nhở;reminder đã được cập nhật;reminder update flag;trạng thái reminder;đã thay đổi nhắc nhở;reminder update;reminder status;cờ nhắc nhở;reminder đã thay đổi;reminder cập nhật,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,requester_name,varchar,1,,,Tên của người tạo hoặc yêu cầu hỗ trợ trong phiếu.,True,False,crm,Tên người yêu cầu;Tên người gửi yêu cầu;Tên khách hàng yêu cầu;Tên người tạo ticket;Tên người đề nghị;Requester name;Ticket requester;Tên người mở phiếu;Tên người yêu cầu hỗ trợ;Ticket requester name,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,resolution_time_minutes,double,1,,,Thời gian (tính bằng giờ) mà yêu cầu hỗ trợ được giải quyết hoàn toàn.,True,False,crm,thời gian giải quyết (giờ);resolution time hours;thời gian xử lý ticket;ticket resolution duration;thời gian đóng vé;time to resolve;thời gian hoàn thành yêu cầu;hours to close ticket;thời gian giải quyết yêu cầu;resolution duration,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,resolved_at,timestamp(3),1,,,Thời điểm mà ticket được giải quyết và đóng lại.,True,False,crm,ngày giải quyết;thời gian giải quyết;resolved date;resolution date;ngày đóng ticket;thời điểm đóng;khi ticket được giải quyết;when ticket was resolved;ngày hoàn thành;resolution time,time,none,cx_cso,
silver,cx_cso_support_tickets,response_time_minutes,double,1,,,"Thời gian để nhân viên hỗ trợ trả lời yêu cầu của khách hàng, tính bằng phút.",True,False,crm,thời gian phản hồi (phút);thời gian trả lời;thời gian đáp ứng;thời gian trả lời khách hàng;thời gian phản hồi ticket;response time minutes;response time;reply time;ticket response time;time to respond,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,market_segment,varchar,1,,,Phân khúc khách hàng theo thị trường,True,False,crm,segment;phân khúc;đoạn thị trường;đối tượng khách hàng;customer segment;market segment;ticket segment;phân khúc khách hàng;segment của ticket;customer group,dimension,count;count_distinct,cx_cso,None ; Domestic ; International
silver,cx_cso_support_tickets,sentiment,varchar,1,,,"Mức độ cảm xúc của khách hàng thể hiện qua ticket, như tích cực, tiêu cực hoặc trung tính.",True,False,crm,cảm xúc;sentiment;đánh giá cảm xúc;customer sentiment;tone;phân tích cảm xúc;đánh giá tâm trạng;customer tone;cảm nhận của khách hàng;emotional tone,dimension,count;count_distinct,cx_cso,'Neutral' ; 'N/A' ; 'Negative' ; 'Very Negative'
silver,cx_cso_support_tickets,severity_level,varchar,1,,,Mức độ nghiêm trọng của ticket phản ánh mức độ ưu tiên xử lý và tác động kinh doanh.,True,False,crm,severity level;severity;cấp độ nghiêm trọng;mức độ nghiêm trọng;độ nghiêm trọng;độ nghiêm trọng của ticket;ticket severity;ticket severity level;cấp độ severity,dimension,count;count_distinct,cx_cso,'Low' ; 'Medium' ; 'N/A' ; 'High' ; 'Critical'
silver,cx_cso_support_tickets,spam_type,varchar,1,,,"Loại spam được gán cho mỗi ticket, cho biết nội dung hoặc tính chất spam của yêu cầu.",True,False,crm,loại spam;kiểu spam;phân loại spam;spam ticket;spam type;spam category;spam classification;ticket spam type;spam flag;spam level,dimension,count;count_distinct,cx_cso,'N/A' ; 'Unassigned Inquiry' ; 'System mail' ; 'Out-bound mail' ; 'Test'
silver,cx_cso_support_tickets,status_name,varchar,1,,,Trạng thái hiện tại của phiếu hỗ trợ khách hàng.,True,False,crm,trạng thái ticket;ticket status;status;tình trạng;tình trạng phiếu;trạng thái yêu cầu;ticket state;status name;trạng thái hỗ trợ;status of ticket,dimension,count;count_distinct,cx_cso,'Closed' ; 'Processing' ; 'Waiting for Customer' ; 'Pending' ; 'Open' ; 'Resolved' ; 'Under Investigation'
silver,cx_cso_support_tickets,subject,varchar,1,,,Tiêu đề mô tả ngắn gọn vấn đề hoặc yêu cầu của ticket.,True,False,crm,tiêu đề ticket;chủ đề;đề mục;tiêu đề yêu cầu;tiêu đề hỗ trợ;subject;ticket title;issue title;case subject;request subject,dimension,count;count_distinct,cx_cso,
silver,cx_cso_support_tickets,support_category,varchar,1,,,Loại danh mục hỗ trợ mà khách hàng yêu cầu trong phiếu dịch vụ.,True,False,crm,loại hỗ trợ;danh mục hỗ trợ;category hỗ trợ;support category;ticket category;issue category;support type;category ticket;kiểu hỗ trợ;type of support,dimension,count;count_distinct,cx_cso,"'N/A' ; 'Tiếp nhận, phân loại yêu cầu' ; 'Quản lý tài khoản' ; ..."
silver,cx_cso_support_tickets,is_third_four_time,boolean,1,,,Cho biết ticket đã được xử lý ở lần trả lời thứ ba hoặc thứ tư hay chưa.,True,False,crm,cờ lần trả lời thứ ba;cờ lần trả lời thứ tư;đánh dấu lần thứ ba/bốn;cờ thời gian 3/4;third/fourth time flag;is third or fourth response;third fourth time indicator;ticket third/fourth response flag;cờ third four time,dimension,count;count_distinct,cx_cso,'False' ; 'True'
silver,cx_cso_support_tickets,is_reopened_by_cx,boolean,1,,,Cho biết ticket có được đưa vào báo cáo trải nghiệm khách hàng (CX) hay không.,True,False,crm,báo cáo CX;ticket trong báo cáo CX;có trong báo cáo CX;được báo cáo CX;ticket CX;CX report flag;included in CX report;CX report indicator;customer experience report;ticket in CX report,dimension,count;count_distinct,cx_cso,'False'
silver,cx_cso_support_tickets,ticket_id,varchar,0,1.0,,Mã định danh duy nhất của phiếu hỗ trợ khách hàng.,True,False,crm,Mã ticket;Mã phiếu hỗ trợ;Ticket ID;Ticket Number;Mã số yêu cầu;Mã yêu cầu khách hàng;Support ticket identifier;Ticket identifier;Mã yêu cầu;Số phiếu,id,count_distinct,cx_cso,
silver,cx_cso_support_tickets,time_to_response_minutes,double,1,,,Thời gian tính bằng phút từ khi ticket được tạo đến khi nhận được phản hồi đầu tiên.,True,False,crm,thời gian phản hồi (phút);thời gian trả lời ticket;response time minutes;time to first response;thời gian trả lời đầu tiên;thời gian phản hồi khách hàng;response latency;thời gian phản hồi trung bình,metric,sum;avg;min;max,cx_cso,
silver,cx_cso_support_tickets,ttr_overdue,varchar,1,,,Cho biết ticket có vượt quá thời gian giải quyết mục tiêu (TTR) so với SLA hay không.,True,False,crm,ttr_overdue;quá hạn TTR;độ trễ TTR;ticket quá hạn;overdue TTR;overdue time to resolution;trạng thái quá hạn;có vượt quá thời gian giải quyết;TTR quá hạn;overdue ticket,dimension,count;count_distinct,cx_cso,'No' ; 'Yes' ; 'N/A'
